controlID	controlName	mitigates	techniqueID	techniqueName
SC-44	Detonation Chambers	mitigates	T1598	Phishing for Information
SC-44	Detonation Chambers	mitigates	T1598.001	Spearphishing Service
SC-44	Detonation Chambers	mitigates	T1598.002	Spearphishing Attachment
SC-6	Resource Availability	mitigates	T1564.009	Resource Forking
SC-7	Boundary Protection	mitigates	T1557.003	DHCP Spoofing
SC-7	Boundary Protection	mitigates	T1583.007	Serverless
SC-7	Boundary Protection 	mitigates	T1584.007	Serverless
SC-7	Boundary Protection	mitigates	T1622	Debugger Evasion
SC-7	Boundary Protection	mitigates	T1648	Serverless Execution
SC-7	Boundary Protection	mitigates	T1552.007	Container API
SC-7	Boundary Protection	mitigates	T1609	Container Administration Command
SC-7	Boundary Protection	mitigates	T1610	Deploy Container
SC-7	Boundary Protection	mitigates	T1055	Process Injection
SC-7	Boundary Protection	mitigates	T1068	Exploitation for Privilege Escalation
SC-7	Boundary Protection	mitigates	T1133	External Remote Services
SC-7	Boundary Protection	mitigates	T1212	Exploitation for Credential Access
SC-7	Boundary Protection	mitigates	T1482	Domain Trust Discovery
SC-7	Boundary Protection	mitigates	T1203	Exploitation for Client Execution
SC-7	Boundary Protection	mitigates	T1211	Exploitation for Defense Evasion
SC-7	Boundary Protection	mitigates	T1537	Transfer Data to Cloud Account
SC-7	Boundary Protection	mitigates	T1567	Exfiltration Over Web Service
SC-7	Boundary Protection	mitigates	T1567.002	Exfiltration to Cloud Storage
SC-7	Boundary Protection	mitigates	T1046	Network Service Scanning
SC-7	Boundary Protection	mitigates	T1055.001	Dynamic-link Library Injection
SC-7	Boundary Protection	mitigates	T1055.014	VDSO Hijacking
SC-7	Boundary Protection	mitigates	T1199	Trusted Relationship
SC-7	Boundary Protection	mitigates	T1530	Data from Cloud Storage Object
SC-7	Boundary Protection	mitigates	T1557	Adversary-in-the-Middle
SC-7	Boundary Protection	mitigates	T1557.001	LLMNR/NBT-NS Poisoning and SMB Relay
SC-7	Boundary Protection	mitigates	T1560.001	Archive via Utility
SC-7	Boundary Protection	mitigates	T1566.002	Spearphishing Link
SC-7	Boundary Protection	mitigates	T1598.003	Spearphishing Link
SC-7	Boundary Protection	mitigates	T1599	Network Boundary Bridging
SC-7	Boundary Protection	mitigates	T1611	Escape to Host
SC-7	Boundary Protection	mitigates	T1020.001	Traffic Duplication
SC-7	Boundary Protection	mitigates	T1021.001	Remote Desktop Protocol
SC-7	Boundary Protection	mitigates	T1095	Non-Application Layer Protocol
SC-7	Boundary Protection	mitigates	T1098	Account Manipulation
SC-7	Boundary Protection	mitigates	T1098.001	Additional Cloud Credentials
SC-7	Boundary Protection	mitigates	T1105	Ingress Tool Transfer
SC-7	Boundary Protection	mitigates	T1176	Browser Extensions
SC-7	Boundary Protection	mitigates	T1189	Drive-by Compromise
SC-7	Boundary Protection	mitigates	T1190	Exploit Public-Facing Application
SC-7	Boundary Protection	mitigates	T1197	BITS Jobs
SC-7	Boundary Protection	mitigates	T1204	User Execution
SC-7	Boundary Protection	mitigates	T1204.002	Malicious File
SC-7	Boundary Protection	mitigates	T1205	Traffic Signaling
SC-7	Boundary Protection	mitigates	T1205.001	Port Knocking
SC-7	Boundary Protection	mitigates	T1210	Exploitation of Remote Services
SC-7	Boundary Protection	mitigates	T1218.012	Verclsid
SC-7	Boundary Protection	mitigates	T1219	Remote Access Software
SC-7	Boundary Protection	mitigates	T1221	Template Injection
SC-7	Boundary Protection	mitigates	T1498.001	Direct Network Flood
SC-7	Boundary Protection	mitigates	T1498.002	Reflection Amplification
SC-7	Boundary Protection	mitigates	T1499	Endpoint Denial of Service
SC-7	Boundary Protection	mitigates	T1499.001	OS Exhaustion Flood
SC-7	Boundary Protection	mitigates	T1499.002	Service Exhaustion Flood
SC-7	Boundary Protection	mitigates	T1499.003	Application Exhaustion Flood
SC-7	Boundary Protection	mitigates	T1499.004	Application or System Exploitation
SC-7	Boundary Protection	mitigates	T1552.005	Cloud Instance Metadata API
SC-7	Boundary Protection	mitigates	T1559	Inter-Process Communication
SC-7	Boundary Protection	mitigates	T1559.002	Dynamic Data Exchange
SC-7	Boundary Protection	mitigates	T1565	Data Manipulation
SC-7	Boundary Protection	mitigates	T1565.001	Stored Data Manipulation
SC-7	Boundary Protection	mitigates	T1565.003	Runtime Data Manipulation
SC-7	Boundary Protection	mitigates	T1568.002	Domain Generation Algorithms
SC-7	Boundary Protection	mitigates	T1570	Lateral Tool Transfer
SC-7	Boundary Protection	mitigates	T1602.002	Network Device Configuration Dump
SC-7	Boundary Protection	mitigates	T1001	Data Obfuscation
SC-7	Boundary Protection	mitigates	T1001.001	Junk Data
SC-7	Boundary Protection	mitigates	T1001.002	Steganography
SC-7	Boundary Protection	mitigates	T1001.003	Protocol Impersonation
SC-7	Boundary Protection	mitigates	T1008	Fallback Channels
SC-7	Boundary Protection	mitigates	T1021.002	SMB/Windows Admin Shares
SC-7	Boundary Protection	mitigates	T1021.003	Distributed Component Object Model
SC-7	Boundary Protection	mitigates	T1021.005	VNC
SC-7	Boundary Protection	mitigates	T1021.006	Windows Remote Management
SC-7	Boundary Protection	mitigates	T1029	Scheduled Transfer
SC-7	Boundary Protection	mitigates	T1030	Data Transfer Size Limits
SC-7	Boundary Protection	mitigates	T1041	Exfiltration Over C2 Channel
SC-7	Boundary Protection	mitigates	T1048	Exfiltration Over Alternative Protocol
SC-7	Boundary Protection	mitigates	T1048.001	Exfiltration Over Symmetric Encrypted Non-C2 Protocol
SC-7	Boundary Protection	mitigates	T1048.002	Exfiltration Over Asymmetric Encrypted Non-C2 Protocol
SC-7	Boundary Protection	mitigates	T1048.003	Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol
SC-7	Boundary Protection	mitigates	T1055.002	Portable Executable Injection
SC-7	Boundary Protection	mitigates	T1055.003	Thread Execution Hijacking
SC-7	Boundary Protection	mitigates	T1055.004	Asynchronous Procedure Call
SC-7	Boundary Protection	mitigates	T1055.005	Thread Local Storage
SC-7	Boundary Protection	mitigates	T1055.008	Ptrace System Calls
SC-7	Boundary Protection	mitigates	T1055.009	Proc Memory
SC-7	Boundary Protection	mitigates	T1055.011	Extra Window Memory Injection
SC-7	Boundary Protection	mitigates	T1055.012	Process Hollowing
SC-7	Boundary Protection	mitigates	T1055.013	Process Doppelgänging
SC-7	Boundary Protection	mitigates	T1071	Application Layer Protocol
SC-7	Boundary Protection	mitigates	T1071.001	Web Protocols
SC-7	Boundary Protection	mitigates	T1071.002	File Transfer Protocols
SC-7	Boundary Protection	mitigates	T1071.003	Mail Protocols
SC-7	Boundary Protection	mitigates	T1071.004	DNS
SC-7	Boundary Protection	mitigates	T1072	Software Deployment Tools
SC-7	Boundary Protection	mitigates	T1080	Taint Shared Content
SC-7	Boundary Protection	mitigates	T1090	Proxy
SC-7	Boundary Protection	mitigates	T1090.001	Internal Proxy
SC-7	Boundary Protection	mitigates	T1090.002	External Proxy
SC-7	Boundary Protection	mitigates	T1090.003	Multi-hop Proxy
SC-7	Boundary Protection	mitigates	T1102	Web Service
SC-7	Boundary Protection	mitigates	T1102.001	Dead Drop Resolver
SC-7	Boundary Protection	mitigates	T1102.002	Bidirectional Communication
SC-7	Boundary Protection	mitigates	T1102.003	One-Way Communication
SC-7	Boundary Protection	mitigates	T1104	Multi-Stage Channels
SC-7	Boundary Protection	mitigates	T1114	Email Collection
SC-7	Boundary Protection	mitigates	T1114.003	Email Forwarding Rule
SC-7	Boundary Protection	mitigates	T1132	Data Encoding
SC-7	Boundary Protection	mitigates	T1132.001	Standard Encoding
SC-7	Boundary Protection	mitigates	T1132.002	Non-Standard Encoding
SC-7	Boundary Protection	mitigates	T1136	Create Account
SC-7	Boundary Protection	mitigates	T1136.002	Domain Account
SC-7	Boundary Protection	mitigates	T1136.003	Cloud Account
SC-7	Boundary Protection	mitigates	T1187	Forced Authentication
SC-7	Boundary Protection	mitigates	T1204.001	Malicious Link
SC-7	Boundary Protection	mitigates	T1204.003	Malicious Image
SC-7	Boundary Protection	mitigates	T1489	Service Stop
SC-7	Boundary Protection	mitigates	T1498	Network Denial of Service
SC-7	Boundary Protection	mitigates	T1505.004	IIS Components
SC-7	Boundary Protection	mitigates	T1542	Pre-OS Boot
SC-7	Boundary Protection	mitigates	T1542.004	ROMMONkit
SC-7	Boundary Protection	mitigates	T1542.005	TFTP Boot
SC-7	Boundary Protection	mitigates	T1552	Unsecured Credentials
SC-7	Boundary Protection	mitigates	T1552.001	Credentials In Files
SC-7	Boundary Protection	mitigates	T1552.004	Private Keys
SC-7	Boundary Protection	mitigates	T1557.002	ARP Cache Poisoning
SC-7	Boundary Protection	mitigates	T1559.001	Component Object Model
SC-7	Boundary Protection	mitigates	T1560	Archive Collected Data
SC-7	Boundary Protection	mitigates	T1563	Remote Service Session Hijacking
SC-7	Boundary Protection	mitigates	T1563.002	RDP Hijacking
SC-7	Boundary Protection	mitigates	T1566	Phishing
SC-7	Boundary Protection	mitigates	T1566.001	Spearphishing Attachment
SC-7	Boundary Protection	mitigates	T1566.003	Spearphishing via Service
SC-7	Boundary Protection	mitigates	T1567.001	Exfiltration to Code Repository
SC-7	Boundary Protection	mitigates	T1568	Dynamic Resolution
SC-7	Boundary Protection	mitigates	T1571	Non-Standard Port
SC-7	Boundary Protection	mitigates	T1572	Protocol Tunneling
SC-7	Boundary Protection	mitigates	T1573	Encrypted Channel
SC-7	Boundary Protection	mitigates	T1573.001	Symmetric Cryptography
SC-7	Boundary Protection	mitigates	T1573.002	Asymmetric Cryptography
SC-7	Boundary Protection	mitigates	T1598	Phishing for Information
SC-7	Boundary Protection	mitigates	T1598.001	Spearphishing Service
SC-7	Boundary Protection	mitigates	T1598.002	Spearphishing Attachment
SC-7	Boundary Protection	mitigates	T1599.001	Network Address Translation Traversal
SC-7	Boundary Protection	mitigates	T1602	Data from Configuration Repository
SC-7	Boundary Protection	mitigates	T1602.001	SNMP (MIB Dump)
SC-7	Boundary Protection	mitigates	T1612	Build Image on Host
SC-7	Boundary Protection	mitigates	T1613	Container and Resource Discovery
SC-8	Transmission Confidentiality and Integrity	mitigates	T1557.003	DHCP Spoofing
SC-8	Transmission Confidentiality and Integrity	mitigates	T1622	Debugger Evasion
SC-8	Transmission Confidentiality And Integrity	mitigates	T1552.007	Container API
SC-8	Transmission Confidentiality And Integrity	mitigates	T1040	Network Sniffing
SC-8	Transmission Confidentiality And Integrity	mitigates	T1557	Adversary-in-the-Middle
SC-8	Transmission Confidentiality And Integrity	mitigates	T1557.001	LLMNR/NBT-NS Poisoning and SMB Relay
SC-8	Transmission Confidentiality And Integrity	mitigates	T1020.001	Traffic Duplication
SC-8	Transmission Confidentiality And Integrity	mitigates	T1550.001	Application Access Token
SC-8	Transmission Confidentiality And Integrity	mitigates	T1562.006	Indicator Blocking
SC-8	Transmission Confidentiality And Integrity	mitigates	T1602.002	Network Device Configuration Dump
SC-8	Transmission Confidentiality And Integrity	mitigates	T1090	Proxy
SC-8	Transmission Confidentiality And Integrity	mitigates	T1090.004	Domain Fronting
SC-8	Transmission Confidentiality And Integrity	mitigates	T1550.004	Web Session Cookie
SC-8	Transmission Confidentiality And Integrity	mitigates	T1557.002	ARP Cache Poisoning
SC-8	Transmission Confidentiality And Integrity	mitigates	T1562.009	Safe Mode Boot
SC-8	Transmission Confidentiality And Integrity	mitigates	T1602	Data from Configuration Repository
SC-8	Transmission Confidentiality And Integrity	mitigates	T1602.001	SNMP (MIB Dump)
SI-10	Information Input Validation	mitigates	T1557.003	DHCP Spoofing
SI-10	Information Input Validation	mitigates	T1622	Debugger Evasion
SI-10	Information Input Validation	mitigates	T1553.005	Mark-of-the-Web Bypass
SI-10	Information Input Validation	mitigates	T1574	Hijack Execution Flow
SI-10	Information Input Validation	mitigates	T1609	Container Administration Command
SI-10	Information Input Validation	mitigates	T1059	Command and Scripting Interpreter
SI-10	Information Input Validation	mitigates	T1537	Transfer Data to Cloud Account
SI-10	Information Input Validation	mitigates	T1574.007	Path Interception by PATH Environment Variable
SI-10	Information Input Validation	mitigates	T1218	Signed Binary Proxy Execution
SI-10	Information Input Validation	mitigates	T1218.011	Rundll32
SI-10	Information Input Validation	mitigates	T1530	Data from Cloud Storage Object
SI-10	Information Input Validation	mitigates	T1557	Adversary-in-the-Middle
SI-10	Information Input Validation	mitigates	T1557.001	LLMNR/NBT-NS Poisoning and SMB Relay
SI-10	Information Input Validation	mitigates	T1599	Network Boundary Bridging
SI-10	Information Input Validation	mitigates	T1059.001	PowerShell
SI-10	Information Input Validation	mitigates	T1059.002	AppleScript
SI-10	Information Input Validation	mitigates	T1059.005	Visual Basic
SI-10	Information Input Validation	mitigates	T1059.008	Network Device CLI
SI-10	Information Input Validation	mitigates	T1095	Non-Application Layer Protocol
SI-10	Information Input Validation	mitigates	T1129	Shared Modules
SI-10	Information Input Validation	mitigates	T1176	Browser Extensions
SI-10	Information Input Validation	mitigates	T1190	Exploit Public-Facing Application
SI-10	Information Input Validation	mitigates	T1197	BITS Jobs
SI-10	Information Input Validation	mitigates	T1204	User Execution
SI-10	Information Input Validation	mitigates	T1204.002	Malicious File
SI-10	Information Input Validation	mitigates	T1216	Signed Script Proxy Execution
SI-10	Information Input Validation	mitigates	T1216.001	PubPrn
SI-10	Information Input Validation	mitigates	T1218.003	CMSTP
SI-10	Information Input Validation	mitigates	T1218.004	InstallUtil
SI-10	Information Input Validation	mitigates	T1218.008	Odbcconf
SI-10	Information Input Validation	mitigates	T1218.009	Regsvcs/Regasm
SI-10	Information Input Validation	mitigates	T1218.010	Regsvr32
SI-10	Information Input Validation	mitigates	T1218.012	Verclsid
SI-10	Information Input Validation	mitigates	T1218.013	Mavinject
SI-10	Information Input Validation	mitigates	T1218.014	MMC
SI-10	Information Input Validation	mitigates	T1219	Remote Access Software
SI-10	Information Input Validation	mitigates	T1221	Template Injection
SI-10	Information Input Validation	mitigates	T1498.001	Direct Network Flood
SI-10	Information Input Validation	mitigates	T1498.002	Reflection Amplification
SI-10	Information Input Validation	mitigates	T1499	Endpoint Denial of Service
SI-10	Information Input Validation	mitigates	T1499.001	OS Exhaustion Flood
SI-10	Information Input Validation	mitigates	T1499.002	Service Exhaustion Flood
SI-10	Information Input Validation	mitigates	T1499.003	Application Exhaustion Flood
SI-10	Information Input Validation	mitigates	T1499.004	Application or System Exploitation
SI-10	Information Input Validation	mitigates	T1546.002	Screensaver
SI-10	Information Input Validation	mitigates	T1546.006	LC_LOAD_DYLIB Addition
SI-10	Information Input Validation	mitigates	T1547.004	Winlogon Helper DLL
SI-10	Information Input Validation	mitigates	T1547.006	Kernel Modules and Extensions
SI-10	Information Input Validation	mitigates	T1552.005	Cloud Instance Metadata API
SI-10	Information Input Validation	mitigates	T1553.001	Gatekeeper Bypass
SI-10	Information Input Validation	mitigates	T1570	Lateral Tool Transfer
SI-10	Information Input Validation	mitigates	T1602.002	Network Device Configuration Dump
SI-10	Information Input Validation	mitigates	T1021.002	SMB/Windows Admin Shares
SI-10	Information Input Validation	mitigates	T1021.005	VNC
SI-10	Information Input Validation	mitigates	T1036	Masquerading
SI-10	Information Input Validation	mitigates	T1036.005	Match Legitimate Name or Location
SI-10	Information Input Validation	mitigates	T1048	Exfiltration Over Alternative Protocol
SI-10	Information Input Validation	mitigates	T1048.001	Exfiltration Over Symmetric Encrypted Non-C2 Protocol
SI-10	Information Input Validation	mitigates	T1048.002	Exfiltration Over Asymmetric Encrypted Non-C2 Protocol
SI-10	Information Input Validation	mitigates	T1048.003	Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol
SI-10	Information Input Validation	mitigates	T1059.003	Windows Command Shell
SI-10	Information Input Validation	mitigates	T1059.004	Unix Shell
SI-10	Information Input Validation	mitigates	T1059.006	Python
SI-10	Information Input Validation	mitigates	T1059.007	JavaScript
SI-10	Information Input Validation	mitigates	T1071.004	DNS
SI-10	Information Input Validation	mitigates	T1080	Taint Shared Content
SI-10	Information Input Validation	mitigates	T1090	Proxy
SI-10	Information Input Validation	mitigates	T1090.003	Multi-hop Proxy
SI-10	Information Input Validation	mitigates	T1127	Trusted Developer Utilities Proxy Execution
SI-10	Information Input Validation	mitigates	T1187	Forced Authentication
SI-10	Information Input Validation	mitigates	T1218.001	Compiled HTML File
SI-10	Information Input Validation	mitigates	T1218.002	Control Panel
SI-10	Information Input Validation	mitigates	T1218.005	Mshta
SI-10	Information Input Validation	mitigates	T1220	XSL Script Processing
SI-10	Information Input Validation	mitigates	T1498	Network Denial of Service
SI-10	Information Input Validation	mitigates	T1546.008	Accessibility Features
SI-10	Information Input Validation	mitigates	T1546.009	AppCert DLLs
SI-10	Information Input Validation	mitigates	T1552	Unsecured Credentials
SI-10	Information Input Validation	mitigates	T1553	Subvert Trust Controls
SI-10	Information Input Validation	mitigates	T1553.003	SIP and Trust Provider Hijacking
SI-10	Information Input Validation	mitigates	T1557.002	ARP Cache Poisoning
SI-10	Information Input Validation	mitigates	T1564.003	Hidden Window
SI-10	Information Input Validation	mitigates	T1564.006	Run Virtual Instance
SI-10	Information Input Validation	mitigates	T1564.009	Resource Forking
SI-10	Information Input Validation	mitigates	T1572	Protocol Tunneling
SI-10	Information Input Validation	mitigates	T1574.001	DLL Search Order Hijacking
SI-10	Information Input Validation	mitigates	T1574.006	Dynamic Linker Hijacking
SI-10	Information Input Validation	mitigates	T1574.008	Path Interception by Search Order Hijacking
SI-10	Information Input Validation	mitigates	T1574.009	Path Interception by Unquoted Path
SI-10	Information Input Validation	mitigates	T1574.012	COR_PROFILER
SI-10	Information Input Validation	mitigates	T1599.001	Network Address Translation Traversal
SI-10	Information Input Validation	mitigates	T1602	Data from Configuration Repository
SI-10	Information Input Validation	mitigates	T1602.001	SNMP (MIB Dump)
SI-12	Information Handling And Retention	mitigates	T1070.008	Clear Mailbox Data
SI-12	Information Handling And Retention	mitigates	T1070.001	Clear Windows Event Logs
SI-12	Information Handling And Retention	mitigates	T1003.003	NTDS
SI-12	Information Handling And Retention	mitigates	T1040	Network Sniffing
SI-12	Information Handling And Retention	mitigates	T1119	Automated Collection
SI-12	Information Handling And Retention	mitigates	T1530	Data from Cloud Storage Object
SI-12	Information Handling And Retention	mitigates	T1557	Adversary-in-the-Middle
SI-12	Information Handling And Retention	mitigates	T1020.001	Traffic Duplication
SI-12	Information Handling And Retention	mitigates	T1070	Indicator Removal on Host
SI-12	Information Handling And Retention	mitigates	T1550.001	Application Access Token
SI-12	Information Handling And Retention	mitigates	T1558	Steal or Forge Kerberos Tickets
SI-12	Information Handling And Retention	mitigates	T1558.003	Kerberoasting
SI-12	Information Handling And Retention	mitigates	T1565	Data Manipulation
SI-12	Information Handling And Retention	mitigates	T1565.001	Stored Data Manipulation
SI-12	Information Handling And Retention	mitigates	T1565.002	Transmitted Data Manipulation
SI-12	Information Handling And Retention	mitigates	T1602.002	Network Device Configuration Dump
SI-12	Information Handling And Retention	mitigates	T1003	OS Credential Dumping
SI-12	Information Handling And Retention	mitigates	T1070.002	Clear Linux or Mac System Logs
SI-12	Information Handling And Retention	mitigates	T1114	Email Collection
SI-12	Information Handling And Retention	mitigates	T1114.001	Local Email Collection
SI-12	Information Handling And Retention	mitigates	T1114.002	Remote Email Collection
SI-12	Information Handling And Retention	mitigates	T1114.003	Email Forwarding Rule
SI-12	Information Handling And Retention	mitigates	T1548	Abuse Elevation Control Mechanism
SI-12	Information Handling And Retention	mitigates	T1548.004	Elevated Execution with Prompt
SI-12	Information Handling And Retention	mitigates	T1552	Unsecured Credentials
SI-12	Information Handling And Retention	mitigates	T1552.004	Private Keys
SI-12	Information Handling And Retention	mitigates	T1557.002	ARP Cache Poisoning
SI-12	Information Handling And Retention	mitigates	T1558.002	Silver Ticket
SI-12	Information Handling And Retention	mitigates	T1558.004	AS-REP Roasting
SI-12	Information Handling And Retention	mitigates	T1602	Data from Configuration Repository
SI-12	Information Handling And Retention	mitigates	T1602.001	SNMP (MIB Dump)
SI-14	Non-Persistence	mitigates	T1505	Server Software Component
SI-14	Non-Persistence	mitigates	T1546.003	Windows Management Instrumentation Event Subscription
SI-14	Non-Persistence	mitigates	T1547.004	Winlogon Helper DLL
SI-14	Non-Persistence	mitigates	T1547.006	Kernel Modules and Extensions
SI-14	Non-Persistence	mitigates	T1505.001	SQL Stored Procedures
SI-14	Non-Persistence	mitigates	T1505.002	Transport Agent
SI-14	Non-Persistence	mitigates	T1505.004	IIS Components
SI-15	Information Output Filtering	mitigates	T1557.003	DHCP Spoofing
SI-15	Information Output Filtering	mitigates	T1622	Debugger Evasion
SI-15	Information Output Filtering	mitigates	T1537	Transfer Data to Cloud Account
SI-15	Information Output Filtering	mitigates	T1530	Data from Cloud Storage Object
SI-15	Information Output Filtering	mitigates	T1557	Adversary-in-the-Middle
SI-15	Information Output Filtering	mitigates	T1557.001	LLMNR/NBT-NS Poisoning and SMB Relay
SI-15	Information Output Filtering	mitigates	T1599	Network Boundary Bridging
SI-15	Information Output Filtering	mitigates	T1095	Non-Application Layer Protocol
SI-15	Information Output Filtering	mitigates	T1197	BITS Jobs
SI-15	Information Output Filtering	mitigates	T1205	Traffic Signaling
SI-15	Information Output Filtering	mitigates	T1205.001	Port Knocking
SI-15	Information Output Filtering	mitigates	T1218.012	Verclsid
SI-15	Information Output Filtering	mitigates	T1219	Remote Access Software
SI-15	Information Output Filtering	mitigates	T1498.001	Direct Network Flood
SI-15	Information Output Filtering	mitigates	T1498.002	Reflection Amplification
SI-15	Information Output Filtering	mitigates	T1499	Endpoint Denial of Service
SI-15	Information Output Filtering	mitigates	T1499.001	OS Exhaustion Flood
SI-15	Information Output Filtering	mitigates	T1499.002	Service Exhaustion Flood
SI-15	Information Output Filtering	mitigates	T1499.003	Application Exhaustion Flood
SI-15	Information Output Filtering	mitigates	T1499.004	Application or System Exploitation
SI-15	Information Output Filtering	mitigates	T1552.005	Cloud Instance Metadata API
SI-15	Information Output Filtering	mitigates	T1570	Lateral Tool Transfer
SI-15	Information Output Filtering	mitigates	T1602.002	Network Device Configuration Dump
SI-15	Information Output Filtering	mitigates	T1021.002	SMB/Windows Admin Shares
SI-15	Information Output Filtering	mitigates	T1021.005	VNC
SI-15	Information Output Filtering	mitigates	T1048	Exfiltration Over Alternative Protocol
SI-15	Information Output Filtering	mitigates	T1048.001	Exfiltration Over Symmetric Encrypted Non-C2 Protocol
SI-15	Information Output Filtering	mitigates	T1048.002	Exfiltration Over Asymmetric Encrypted Non-C2 Protocol
SI-15	Information Output Filtering	mitigates	T1048.003	Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol
SI-15	Information Output Filtering	mitigates	T1071.004	DNS
SI-15	Information Output Filtering	mitigates	T1090	Proxy
SI-15	Information Output Filtering	mitigates	T1090.003	Multi-hop Proxy
SI-15	Information Output Filtering	mitigates	T1187	Forced Authentication
SI-15	Information Output Filtering	mitigates	T1498	Network Denial of Service
SI-15	Information Output Filtering	mitigates	T1552	Unsecured Credentials
SI-15	Information Output Filtering	mitigates	T1557.002	ARP Cache Poisoning
SI-15	Information Output Filtering	mitigates	T1564.009	Resource Forking
SI-15	Information Output Filtering	mitigates	T1572	Protocol Tunneling
SI-15	Information Output Filtering	mitigates	T1599.001	Network Address Translation Traversal
SI-15	Information Output Filtering	mitigates	T1602	Data from Configuration Repository
SI-15	Information Output Filtering	mitigates	T1602.001	SNMP (MIB Dump)
SI-16	Memory Protection	mitigates	T1611	Escape to Host
SI-16	Memory Protection	mitigates	T1047	Windows Management Instrumentation
SI-16	Memory Protection	mitigates	T1543	Create or Modify System Process
SI-16	Memory Protection	mitigates	T1565	Data Manipulation
SI-16	Memory Protection	mitigates	T1565.001	Stored Data Manipulation
SI-16	Memory Protection	mitigates	T1565.003	Runtime Data Manipulation
SI-16	Memory Protection	mitigates	T1055.009	Proc Memory
SI-16	Memory Protection	mitigates	T1543.002	Systemd Service
SI-2	Flaw Remediation	mitigates	T1027.007	Dynamic API Resolution
SI-2	Flaw Remediation	mitigates	T1027.008	Stripped Payloads
SI-2	Flaw Remediation	mitigates	T1027.009	Embedded Payloads
SI-2	Flaw Remediation	mitigates	T1546.016	Installer Packages
SI-2	Flaw Remediation	mitigates	T1574.013	KernelCallbackTable
SI-2	Flaw Remediation	mitigates	T1574	Hijack Execution Flow
SI-2	Flaw Remediation	mitigates	T1055	Process Injection
SI-2	Flaw Remediation	mitigates	T1068	Exploitation for Privilege Escalation
SI-2	Flaw Remediation	mitigates	T1195.003	Compromise Hardware Supply Chain
SI-2	Flaw Remediation	mitigates	T1212	Exploitation for Credential Access
SI-2	Flaw Remediation	mitigates	T1059	Command and Scripting Interpreter
SI-2	Flaw Remediation	mitigates	T1211	Exploitation for Defense Evasion
SI-2	Flaw Remediation	mitigates	T1003.001	LSASS Memory
SI-2	Flaw Remediation	mitigates	T1055.001	Dynamic-link Library Injection
SI-2	Flaw Remediation	mitigates	T1055.014	VDSO Hijacking
SI-2	Flaw Remediation	mitigates	T1611	Escape to Host
SI-2	Flaw Remediation	mitigates	T1027	Obfuscated Files or Information
SI-2	Flaw Remediation	mitigates	T1027.002	Software Packing
SI-2	Flaw Remediation	mitigates	T1047	Windows Management Instrumentation
SI-2	Flaw Remediation	mitigates	T1059.001	PowerShell
SI-2	Flaw Remediation	mitigates	T1059.005	Visual Basic
SI-2	Flaw Remediation	mitigates	T1106	Native API
SI-2	Flaw Remediation	mitigates	T1189	Drive-by Compromise
SI-2	Flaw Remediation	mitigates	T1190	Exploit Public-Facing Application
SI-2	Flaw Remediation	mitigates	T1195	Supply Chain Compromise
SI-2	Flaw Remediation	mitigates	T1195.001	Compromise Software Dependencies and Development Tools
SI-2	Flaw Remediation	mitigates	T1195.002	Compromise Software Supply Chain
SI-2	Flaw Remediation	mitigates	T1204	User Execution
SI-2	Flaw Remediation	mitigates	T1210	Exploitation of Remote Services
SI-2	Flaw Remediation	mitigates	T1213.003	Code Repositories
SI-2	Flaw Remediation	mitigates	T1221	Template Injection
SI-2	Flaw Remediation	mitigates	T1495	Firmware Corruption
SI-2	Flaw Remediation	mitigates	T1525	Implant Internal Image
SI-2	Flaw Remediation	mitigates	T1546.006	LC_LOAD_DYLIB Addition
SI-2	Flaw Remediation	mitigates	T1547.006	Kernel Modules and Extensions
SI-2	Flaw Remediation	mitigates	T1548.002	Bypass User Account Control
SI-2	Flaw Remediation	mitigates	T1559	Inter-Process Communication
SI-2	Flaw Remediation	mitigates	T1559.002	Dynamic Data Exchange
SI-2	Flaw Remediation	mitigates	T1003	OS Credential Dumping
SI-2	Flaw Remediation	mitigates	T1055.002	Portable Executable Injection
SI-2	Flaw Remediation	mitigates	T1055.003	Thread Execution Hijacking
SI-2	Flaw Remediation	mitigates	T1055.004	Asynchronous Procedure Call
SI-2	Flaw Remediation	mitigates	T1055.005	Thread Local Storage
SI-2	Flaw Remediation	mitigates	T1055.008	Ptrace System Calls
SI-2	Flaw Remediation	mitigates	T1055.009	Proc Memory
SI-2	Flaw Remediation	mitigates	T1055.011	Extra Window Memory Injection
SI-2	Flaw Remediation	mitigates	T1055.012	Process Hollowing
SI-2	Flaw Remediation	mitigates	T1055.013	Process Doppelgänging
SI-2	Flaw Remediation	mitigates	T1059.006	Python
SI-2	Flaw Remediation	mitigates	T1072	Software Deployment Tools
SI-2	Flaw Remediation	mitigates	T1137	Office Application Startup
SI-2	Flaw Remediation	mitigates	T1137.003	Outlook Forms
SI-2	Flaw Remediation	mitigates	T1137.004	Outlook Home Page
SI-2	Flaw Remediation	mitigates	T1137.005	Outlook Rules
SI-2	Flaw Remediation	mitigates	T1204.001	Malicious Link
SI-2	Flaw Remediation	mitigates	T1204.003	Malicious Image
SI-2	Flaw Remediation	mitigates	T1542	Pre-OS Boot
SI-2	Flaw Remediation	mitigates	T1542.001	System Firmware
